,log2_fold_change,absolute_fold_change,regulation
hsa-mir-921,2.3442076313031546,2.3442076313031546,upregulated
hsa-mir-6776,2.3336923945619983,2.3336923945619983,upregulated
hsa-mir-4445,2.319672761221065,2.319672761221065,upregulated
hsa-mir-514a-2,2.313144614774034,2.313144614774034,upregulated
hsa-mir-378j,2.309788493120868,2.309788493120868,upregulated
hsa-mir-2113,2.308778983207669,2.308778983207669,upregulated
hsa-mir-6081,2.3085442917435772,2.3085442917435772,upregulated
hsa-mir-8075,2.3019031313904215,2.3019031313904215,upregulated
hsa-mir-514a-3,2.28953754364057,2.28953754364057,upregulated
hsa-mir-6083,2.277466218795724,2.277466218795724,upregulated
hsa-mir-4302,2.277466218795724,2.277466218795724,upregulated
hsa-mir-1265,-2.2599578592942007,2.2599578592942007,downregulated
hsa-mir-548aa-2,2.2471730904535425,2.2471730904535425,upregulated
hsa-mir-7160,-2.237542416327738,2.237542416327738,downregulated
hsa-mir-1908,2.235409515428054,2.235409515428054,upregulated
hsa-mir-4647,2.2190002279238565,2.2190002279238565,upregulated
hsa-mir-3689d-1,2.2073832924883554,2.2073832924883554,upregulated
hsa-mir-208b,-2.2065110925899085,2.2065110925899085,downregulated
hsa-mir-506,2.200452578163447,2.200452578163447,upregulated
hsa-mir-3156-3,2.196878998186245,2.196878998186245,upregulated
hsa-mir-5688,2.1854617406635026,2.1854617406635026,upregulated
hsa-mir-4320,2.1851972365352887,2.1851972365352887,upregulated
hsa-mir-601,2.1847653229900814,2.1847653229900814,upregulated
hsa-mir-6859-4,2.1627352770521386,2.1627352770521386,upregulated
hsa-mir-4260,2.1524459663898274,2.1524459663898274,upregulated
hsa-mir-597,2.1488982644764385,2.1488982644764385,upregulated
hsa-mir-3683,-2.139784912085373,2.139784912085373,downregulated
hsa-mir-1285-2,2.1389712054333767,2.1389712054333767,upregulated
hsa-mir-6505,2.1324318123305552,2.1324318123305552,upregulated
hsa-mir-6073,-2.124486680123853,2.124486680123853,downregulated
hsa-mir-3131,2.121149647159749,2.121149647159749,upregulated
hsa-mir-6090,2.108266361536803,2.108266361536803,upregulated
hsa-mir-4650-2,2.1028431726006005,2.1028431726006005,upregulated
hsa-mir-4454,2.102535877337864,2.102535877337864,upregulated
hsa-mir-6068,2.0946548453767355,2.0946548453767355,upregulated
hsa-mir-5004,-2.0818928015848677,2.0818928015848677,downregulated
hsa-mir-4417,2.0680843461702016,2.0680843461702016,upregulated
hsa-mir-192,2.0675066087467813,2.0675066087467813,upregulated
hsa-mir-4483,2.0564318712454965,2.0564318712454965,upregulated
hsa-mir-4782,2.0298773790782256,2.0298773790782256,upregulated
hsa-mir-668,2.0279477423937387,2.0279477423937387,upregulated
hsa-mir-4421,-2.0131199584881183,2.0131199584881183,downregulated
hsa-mir-6873,2.0093879398563503,2.0093879398563503,upregulated
hsa-mir-548f-1,2.0074399344629996,2.0074399344629996,upregulated
hsa-mir-5705,1.9919669198376084,1.9919669198376084,upregulated
hsa-mir-4440,1.9873832401546112,1.9873832401546112,upregulated
hsa-mir-4461,1.9745692279634293,1.9745692279634293,upregulated
hsa-mir-378i,1.9735492990789665,1.9735492990789665,upregulated
hsa-mir-194-1,1.9707049275861204,1.9707049275861204,upregulated
hsa-mir-2114,1.9687406596916597,1.9687406596916597,upregulated
hsa-mir-1178,-1.9687376562978236,1.9687376562978236,downregulated
hsa-mir-6849,1.9456761678249757,1.9456761678249757,upregulated
hsa-mir-7843,-1.9426940915084348,1.9426940915084348,downregulated
hsa-mir-4634,1.939035033567374,1.939035033567374,upregulated
hsa-mir-194-2,1.9373703038802905,1.9373703038802905,upregulated
hsa-mir-609,-1.9198708243910796,1.9198708243910796,downregulated
hsa-mir-593,1.9177422163129687,1.9177422163129687,upregulated
hsa-mir-4276,1.9171992379042504,1.9171992379042504,upregulated
hsa-mir-4734,1.913883388462815,1.913883388462815,upregulated
hsa-mir-761,1.9103207744724091,1.9103207744724091,upregulated
hsa-mir-4433a,1.9044412599769214,1.9044412599769214,upregulated
hsa-mir-219a-2,1.8988474748190531,1.8988474748190531,upregulated
hsa-mir-4768,1.8887278615035126,1.8887278615035126,upregulated
hsa-mir-3177,1.8878257655891715,1.8878257655891715,upregulated
hsa-mir-422a,1.8844854067375252,1.8844854067375252,upregulated
hsa-mir-4295,1.8836502184493769,1.8836502184493769,upregulated
hsa-mir-4438,1.8764051977709288,1.8764051977709288,upregulated
hsa-mir-3665,1.8758362198206364,1.8758362198206364,upregulated
hsa-mir-3918,1.8606236746817009,1.8606236746817009,upregulated
hsa-mir-5011,1.817500325097149,1.817500325097149,upregulated
hsa-mir-6796,1.8138853927450418,1.8138853927450418,upregulated
hsa-mir-4433b,1.8103464259416748,1.8103464259416748,upregulated
hsa-mir-4321,1.8071335287441082,1.8071335287441082,upregulated
hsa-mir-1269a,1.8055686604581107,1.8055686604581107,upregulated
hsa-mir-135a-1,-1.7991651771084347,1.7991651771084347,downregulated
hsa-mir-302a,-1.7948937540331678,1.7948937540331678,downregulated
hsa-mir-4264,1.7885842978464725,1.7885842978464725,upregulated
hsa-mir-4744,1.7713174629427482,1.7713174629427482,upregulated
hsa-mir-6823,1.7662546378854171,1.7662546378854171,upregulated
hsa-mir-5689,1.760542754816513,1.760542754816513,upregulated
hsa-mir-6778,1.7562682001393366,1.7562682001393366,upregulated
hsa-mir-4705,1.7520774692335987,1.7520774692335987,upregulated
hsa-mir-6872,-1.7459551042539125,1.7459551042539125,downregulated
hsa-mir-3116-2,1.7437150993577542,1.7437150993577542,upregulated
hsa-mir-548h-5,1.7342169385712973,1.7342169385712973,upregulated
hsa-mir-1469,1.7335480299530304,1.7335480299530304,upregulated
hsa-mir-548p,1.7226699822262634,1.7226699822262634,upregulated
hsa-mir-129-2,1.719751334601529,1.719751334601529,upregulated
hsa-mir-6816,1.7196678812589492,1.7196678812589492,upregulated
hsa-mir-6851,1.7158569882872121,1.7158569882872121,upregulated
hsa-mir-1273g,1.707709354176581,1.707709354176581,upregulated
hsa-mir-548ab,-1.6991550296603724,1.6991550296603724,downregulated
hsa-mir-1972-1,1.6991264266256718,1.6991264266256718,upregulated
hsa-mir-129-1,1.6944098678764903,1.6944098678764903,upregulated
hsa-mir-7850,1.6919049213496575,1.6919049213496575,upregulated
hsa-mir-5700,1.6901043062061818,1.6901043062061818,upregulated
hsa-mir-611,1.6872827459496238,1.6872827459496238,upregulated
hsa-mir-4312,1.678059956948313,1.678059956948313,upregulated
hsa-mir-3655,1.6658043962400142,1.6658043962400142,upregulated
hsa-mir-924,1.6655659304689878,1.6655659304689878,upregulated
hsa-mir-378d-2,1.6618932068064167,1.6618932068064167,upregulated
hsa-mir-6766,1.6588496044864902,1.6588496044864902,upregulated
hsa-mir-6893,-1.6577857130903948,1.6577857130903948,downregulated
hsa-mir-4729,-1.6565495147350726,1.6565495147350726,downregulated
hsa-mir-2682,1.648489300305056,1.648489300305056,upregulated
hsa-mir-4644,1.6434267249570196,1.6434267249570196,upregulated
hsa-mir-4516,1.630668149074736,1.630668149074736,upregulated
hsa-mir-3196,1.6253871599106482,1.6253871599106482,upregulated
hsa-mir-4492,-1.6244833603888882,1.6244833603888882,downregulated
hsa-mir-7111,-1.622359219765539,1.622359219765539,downregulated
hsa-mir-4748,1.6219472453822066,1.6219472453822066,upregulated
hsa-mir-3138,1.6191099760784489,1.6191099760784489,upregulated
hsa-mir-4799,-1.611367834650928,1.611367834650928,downregulated
hsa-mir-5681b,1.6013996932058125,1.6013996932058125,upregulated
hsa-mir-4796,1.5929382727994827,1.5929382727994827,upregulated
hsa-mir-4254,-1.5922899979883842,1.5922899979883842,downregulated
hsa-mir-6750,1.5892346682667093,1.5892346682667093,upregulated
hsa-mir-548ay,-1.5859028418728671,1.5859028418728671,downregulated
hsa-mir-6124,1.5814875244370554,1.5814875244370554,upregulated
hsa-mir-888,1.5802964056713482,1.5802964056713482,upregulated
hsa-mir-559,1.5753602822954915,1.5753602822954915,upregulated
hsa-mir-4757,1.5668021377284642,1.5668021377284642,upregulated
hsa-mir-4459,1.5650155054033494,1.5650155054033494,upregulated
hsa-mir-4257,1.5614480950410747,1.5614480950410747,upregulated
hsa-mir-4648,-1.5597533440410032,1.5597533440410032,downregulated
hsa-mir-137,1.554685624774534,1.554685624774534,upregulated
hsa-mir-5683,1.5482741068252392,1.5482741068252392,upregulated
hsa-mir-4470,-1.542210773479057,1.542210773479057,downregulated
hsa-mir-4441,1.5379696742309283,1.5379696742309283,upregulated
hsa-mir-3161,1.5361589968029947,1.5361589968029947,upregulated
hsa-mir-1278,1.5332421517838342,1.5332421517838342,upregulated
hsa-mir-554,1.5329711174485285,1.5329711174485285,upregulated
hsa-mir-558,1.5260730357424106,1.5260730357424106,upregulated
hsa-mir-4327,1.5255421134370797,1.5255421134370797,upregulated
hsa-mir-6888,1.5205702760083892,1.5205702760083892,upregulated
hsa-mir-3689a,1.5186261266984389,1.5186261266984389,upregulated
hsa-mir-6508,1.5150397501167914,1.5150397501167914,upregulated
hsa-mir-548ac,1.5137317802383,1.5137317802383,upregulated
hsa-mir-4284,-1.5061618380418522,1.5061618380418522,downregulated
hsa-mir-124-3,1.5010988248426296,1.5010988248426296,upregulated
hsa-mir-1273a,1.4846437286732823,1.4846437286732823,upregulated
hsa-mir-4501,-1.48323337459645,1.48323337459645,downregulated
hsa-mir-4270,1.4721570614097057,1.4721570614097057,upregulated
hsa-mir-1539,-1.4720285875230772,1.4720285875230772,downregulated
hsa-mir-4659a,1.464284049696811,1.464284049696811,upregulated
hsa-mir-1225,1.4572543640760989,1.4572543640760989,upregulated
hsa-mir-3146,1.4552702389890293,1.4552702389890293,upregulated
hsa-mir-3151,1.4531580564056594,1.4531580564056594,upregulated
hsa-mir-6765,-1.4513284004069562,1.4513284004069562,downregulated
hsa-mir-483,-1.450747053468169,1.450747053468169,downregulated
hsa-mir-4530,-1.4490512788599588,1.4490512788599588,downregulated
hsa-mir-492,1.4467581832746619,1.4467581832746619,upregulated
hsa-mir-3975,1.4448115781662123,1.4448115781662123,upregulated
hsa-mir-4730,-1.4424301364131003,1.4424301364131003,downregulated
hsa-mir-6856,1.4417919355347435,1.4417919355347435,upregulated
hsa-mir-4749,-1.4408644007261848,1.4408644007261848,downregulated
hsa-mir-3972,1.4383004566990114,1.4383004566990114,upregulated
hsa-mir-206,1.4339904259315817,1.4339904259315817,upregulated
hsa-mir-7976,1.4240331496161318,1.4240331496161318,upregulated
hsa-mir-124-1,1.420729607575268,1.420729607575268,upregulated
hsa-mir-7849,-1.4188557869799898,1.4188557869799898,downregulated
hsa-mir-4752,1.4102329180761417,1.4102329180761417,upregulated
hsa-mir-4682,-1.4101357410579807,1.4101357410579807,downregulated
hsa-mir-6718,-1.4100826503310204,1.4100826503310204,downregulated
hsa-mir-204,1.4100142493052614,1.4100142493052614,upregulated
hsa-mir-7113,-1.4069741957372306,1.4069741957372306,downregulated
hsa-mir-6887,1.401149354443659,1.401149354443659,upregulated
hsa-mir-4695,-1.3904525521146598,1.3904525521146598,downregulated
hsa-mir-6732,-1.387837578046365,1.387837578046365,downregulated
hsa-mir-6789,1.3878256112137108,1.3878256112137108,upregulated
hsa-mir-4288,1.3815940053342943,1.3815940053342943,upregulated
hsa-mir-216b,-1.3805203429413335,1.3805203429413335,downregulated
hsa-mir-4490,-1.3792333413369056,1.3792333413369056,downregulated
hsa-mir-5692a-2,1.3787738452245857,1.3787738452245857,upregulated
hsa-mir-4681,-1.377451009058361,1.377451009058361,downregulated
hsa-mir-770,-1.3635412550541874,1.3635412550541874,downregulated
hsa-mir-4661,1.362604698433233,1.362604698433233,upregulated
hsa-mir-6885,1.3623417115492567,1.3623417115492567,upregulated
hsa-mir-3155a,1.356680219789095,1.356680219789095,upregulated
hsa-mir-5696,1.3541989955130354,1.3541989955130354,upregulated
hsa-mir-4535,1.3519522501040828,1.3519522501040828,upregulated
hsa-mir-873,-1.3455719360529363,1.3455719360529363,downregulated
hsa-mir-6846,-1.338033048837481,1.338033048837481,downregulated
hsa-mir-6886,-1.336070941042019,1.336070941042019,downregulated
hsa-mir-6786,1.335258109902079,1.335258109902079,upregulated
hsa-mir-1827,1.3346572126324279,1.3346572126324279,upregulated
hsa-mir-4679-2,-1.3243931539489389,1.3243931539489389,downregulated
hsa-mir-6760,1.3170590760466097,1.3170590760466097,upregulated
hsa-mir-6780b,1.3091166452438625,1.3091166452438625,upregulated
hsa-mir-6736,1.307424649109271,1.307424649109271,upregulated
hsa-mir-4527,-1.3064945197439193,1.3064945197439193,downregulated
hsa-mir-4529,1.2965345874877183,1.2965345874877183,upregulated
hsa-mir-1238,1.2914983117643803,1.2914983117643803,upregulated
hsa-mir-5100,1.287529557107103,1.287529557107103,upregulated
hsa-mir-1914,1.2847575052753388,1.2847575052753388,upregulated
hsa-mir-548f-5,1.2832339053736952,1.2832339053736952,upregulated
hsa-mir-4306,1.2735473845774552,1.2735473845774552,upregulated
hsa-mir-6817,-1.2710572392745791,1.2710572392745791,downregulated
hsa-mir-4770,-1.2672668528260715,1.2672668528260715,downregulated
hsa-mir-3921,-1.2621353919826066,1.2621353919826066,downregulated
hsa-mir-595,1.2620251009423273,1.2620251009423273,upregulated
hsa-mir-193b,1.2557677454285263,1.2557677454285263,upregulated
hsa-mir-3140,1.2509819700558165,1.2509819700558165,upregulated
hsa-mir-4280,1.2428610114440568,1.2428610114440568,upregulated
hsa-mir-4537,-1.2261719926555417,1.2261719926555417,downregulated
hsa-mir-3181,-1.2243827576443445,1.2243827576443445,downregulated
hsa-mir-4422,-1.2242439696991878,1.2242439696991878,downregulated
hsa-mir-1224,1.2207092641998938,1.2207092641998938,upregulated
hsa-mir-6507,-1.2204029304831367,1.2204029304831367,downregulated
hsa-mir-1295b,1.2194178598057843,1.2194178598057843,upregulated
hsa-mir-499a,1.2188347594875102,1.2188347594875102,upregulated
hsa-mir-548az,1.2183365719904184,1.2183365719904184,upregulated
hsa-mir-548av,-1.2151345127625632,1.2151345127625632,downregulated
hsa-mir-1184-1,1.2119780237788707,1.2119780237788707,upregulated
hsa-mir-3660,1.2049312666850631,1.2049312666850631,upregulated
hsa-mir-6767,1.1912375378242885,1.1912375378242885,upregulated
hsa-mir-6800,1.1900585173152132,1.1900585173152132,upregulated
hsa-mir-934,1.1865040811468266,1.1865040811468266,upregulated
hsa-mir-5186,1.1804568612439403,1.1804568612439403,upregulated
hsa-mir-6744,1.1756255361616827,1.1756255361616827,upregulated
hsa-mir-4324,1.1751888422558716,1.1751888422558716,upregulated
hsa-mir-4278,1.1741241427226758,1.1741241427226758,upregulated
hsa-mir-6775,-1.1730285253116053,1.1730285253116053,downregulated
hsa-mir-1909,-1.1699154876103735,1.1699154876103735,downregulated
hsa-mir-3115,-1.1693438387604251,1.1693438387604251,downregulated
hsa-mir-3650,-1.1643312324455837,1.1643312324455837,downregulated
hsa-mir-1206,1.1578807283119197,1.1578807283119197,upregulated
hsa-mir-7108,-1.1545960843778795,1.1545960843778795,downregulated
hsa-mir-5691,1.1508354507267553,1.1508354507267553,upregulated
hsa-mir-4733,-1.1487916612575133,1.1487916612575133,downregulated
hsa-mir-607,1.1464962145262514,1.1464962145262514,upregulated
hsa-mir-1275,1.1407154219289994,1.1407154219289994,upregulated
hsa-mir-6878,-1.1384649819440928,1.1384649819440928,downregulated
hsa-mir-7161,-1.1383200672565372,1.1383200672565372,downregulated
hsa-mir-4755,1.1281644611349535,1.1281644611349535,upregulated
hsa-mir-4689,1.1276739789581636,1.1276739789581636,upregulated
hsa-mir-548a-1,1.127545785156293,1.127545785156293,upregulated
hsa-mir-3175,-1.1267697379067654,1.1267697379067654,downregulated
hsa-mir-4804,-1.1258733306726454,1.1258733306726454,downregulated
hsa-mir-6739,1.1212766497717372,1.1212766497717372,upregulated
hsa-mir-7975,1.1128887118629402,1.1128887118629402,upregulated
hsa-mir-7641-2,1.111541779351917,1.111541779351917,upregulated
hsa-mir-4457,-1.1101283850066537,1.1101283850066537,downregulated
hsa-mir-1184-3,1.1095450882091669,1.1095450882091669,upregulated
hsa-mir-4418,1.1092936890229401,1.1092936890229401,upregulated
hsa-mir-6512,1.1076365838782223,1.1076365838782223,upregulated
hsa-mir-6715b,1.106287968420403,1.106287968420403,upregulated
hsa-mir-4511,-1.1051370734307362,1.1051370734307362,downregulated
hsa-mir-4521,1.1021491081870423,1.1021491081870423,upregulated
hsa-mir-1286,-1.0999516513010898,1.0999516513010898,downregulated
hsa-mir-584,1.0980524179557072,1.0980524179557072,upregulated
hsa-mir-4323,1.0932029949220248,1.0932029949220248,upregulated
hsa-mir-3162,-1.0916631278071194,1.0916631278071194,downregulated
hsa-mir-4478,-1.0892939792358909,1.0892939792358909,downregulated
hsa-mir-4665,1.0840037037800325,1.0840037037800325,upregulated
hsa-mir-548y,1.0827663785509256,1.0827663785509256,upregulated
hsa-mir-6879,-1.0816889664160718,1.0816889664160718,downregulated
hsa-mir-4710,-1.0762970850131044,1.0762970850131044,downregulated
hsa-mir-4532,1.0703173734457252,1.0703173734457252,upregulated
hsa-mir-4773-1,1.0655944040247476,1.0655944040247476,upregulated
hsa-mir-6819,1.065285374870146,1.065285374870146,upregulated
hsa-mir-490,1.061794192597313,1.061794192597313,upregulated
hsa-mir-6838,-1.0598711625121007,1.0598711625121007,downregulated
hsa-mir-4463,1.057946195165179,1.057946195165179,upregulated
hsa-mir-4449,1.0556246750013092,1.0556246750013092,upregulated
hsa-mir-580,1.0549039801008537,1.0549039801008537,upregulated
hsa-mir-548ar,-1.054174579145365,1.054174579145365,downregulated
hsa-mir-4708,1.0529722621486246,1.0529722621486246,upregulated
hsa-mir-579,1.051417146828943,1.051417146828943,upregulated
hsa-mir-4491,1.0489426406871838,1.0489426406871838,upregulated
hsa-mir-4715,-1.0455992818684583,1.0455992818684583,downregulated
hsa-mir-544a,1.0433614824908157,1.0433614824908157,upregulated
hsa-mir-374c,1.0409670562334121,1.0409670562334121,upregulated
hsa-mir-6506,-1.040400407131803,1.040400407131803,downregulated
hsa-mir-9-1,1.035043212251034,1.035043212251034,upregulated
hsa-mir-6868,1.0348130510248696,1.0348130510248696,upregulated
hsa-mir-548ah,-1.0282259401899594,1.0282259401899594,downregulated
hsa-mir-4419b,-1.028223024627233,1.028223024627233,downregulated
hsa-mir-384,1.0262182227722663,1.0262182227722663,upregulated
hsa-mir-9-3,1.018626540398459,1.018626540398459,upregulated
hsa-mir-184,-1.0184419127621422,1.0184419127621422,downregulated
hsa-mir-6810,1.0180021851960315,1.0180021851960315,upregulated
hsa-mir-329-1,1.0164899768724422,1.0164899768724422,upregulated
hsa-mir-4426,1.0152449894488385,1.0152449894488385,upregulated
hsa-mir-9-2,1.0141562460808455,1.0141562460808455,upregulated
hsa-mir-6756,-1.0104132836223565,1.0104132836223565,downregulated
hsa-mir-6807,-1.010285921806944,1.010285921806944,downregulated
hsa-mir-3156-2,1.00953329680584,1.00953329680584,upregulated
hsa-mir-3195,1.0073220745344773,1.0073220745344773,upregulated
hsa-mir-4786,1.007084449224919,1.007084449224919,upregulated
hsa-mir-6741,1.0060601171120491,1.0060601171120491,upregulated
hsa-mir-4725,1.0046114759562546,1.0046114759562546,upregulated
hsa-mir-548aq,1.003914730023486,1.003914730023486,upregulated
hsa-mir-6087,1.00209932992185,1.00209932992185,upregulated
hsa-mir-4691,-0.9981229765280255,0.9981229765280255,downregulated
hsa-mir-3150a,0.9973051328599494,0.9973051328599494,upregulated
hsa-mir-4317,0.9960541308736082,0.9960541308736082,upregulated
hsa-mir-561,0.9909685373859032,0.9909685373859032,upregulated
hsa-mir-3689e,0.9855623479285958,0.9855623479285958,upregulated
hsa-mir-4721,-0.9827848071695596,0.9827848071695596,downregulated
hsa-mir-1231,-0.9775027124576271,0.9775027124576271,downregulated
hsa-mir-31,-0.9760408233637456,0.9760408233637456,downregulated
hsa-mir-4448,0.9752158279576743,0.9752158279576743,upregulated
hsa-mir-3171,-0.9741389898211271,0.9741389898211271,downregulated
hsa-mir-2909,0.973169932989972,0.973169932989972,upregulated
hsa-mir-4732,0.9723829020338907,0.9723829020338907,upregulated
hsa-mir-5088,0.9694509233198818,0.9694509233198818,upregulated
hsa-mir-216a,-0.9671934255423162,0.9671934255423162,downregulated
hsa-mir-203a,0.9658259148960311,0.9658259148960311,upregulated
hsa-mir-876,-0.9650945865417799,0.9650945865417799,downregulated
hsa-mir-5685,0.9604511423197567,0.9604511423197567,upregulated
hsa-mir-4726,-0.9591136365038903,0.9591136365038903,downregulated
hsa-mir-628,0.9579192374092789,0.9579192374092789,upregulated
hsa-mir-6870,-0.9538619228514912,0.9538619228514912,downregulated
hsa-mir-6749,0.9525966589327602,0.9525966589327602,upregulated
hsa-mir-1252,0.9523193711188476,0.9523193711188476,upregulated
hsa-mir-3135b,0.9518757399452944,0.9518757399452944,upregulated
hsa-mir-6889,-0.9512959213648293,0.9512959213648293,downregulated
hsa-mir-8089,0.9505277670831751,0.9505277670831751,upregulated
hsa-mir-581,0.9489410005688125,0.9489410005688125,upregulated
hsa-mir-6826,-0.9479132563690256,0.9479132563690256,downregulated
hsa-mir-6738,0.9449955199614652,0.9449955199614652,upregulated
hsa-mir-4436b-1,0.9389386965217992,0.9389386965217992,upregulated
hsa-mir-3192,0.93307046336739,0.93307046336739,upregulated
hsa-mir-3180-4,0.932012988520592,0.932012988520592,upregulated
hsa-mir-675,-0.9306464193655914,0.9306464193655914,downregulated
hsa-mir-3910-1,0.930558675394165,0.930558675394165,upregulated
hsa-mir-433,-0.9286631992181165,0.9286631992181165,downregulated
hsa-mir-1250,-0.9225150328265286,0.9225150328265286,downregulated
hsa-mir-8086,0.9171753212594929,0.9171753212594929,upregulated
hsa-mir-3200,0.9161440863640493,0.9161440863640493,upregulated
hsa-mir-6784,-0.9149371040557517,0.9149371040557517,downregulated
hsa-mir-3188,0.9081174059810971,0.9081174059810971,upregulated
hsa-mir-4469,0.9077557230406411,0.9077557230406411,upregulated
hsa-mir-4793,-0.9061967419794673,0.9061967419794673,downregulated
hsa-mir-6850,-0.904063363365021,0.904063363365021,downregulated
hsa-mir-6132,-0.9013953050591936,0.9013953050591936,downregulated
hsa-mir-548t,-0.9011643914718096,0.9011643914718096,downregulated
hsa-mir-4754,0.8965682505067415,0.8965682505067415,upregulated
hsa-mir-4684,-0.8926340518236542,0.8926340518236542,downregulated
hsa-mir-4271,0.8917386266787307,0.8917386266787307,upregulated
hsa-mir-4773-2,0.8905906934836477,0.8905906934836477,upregulated
hsa-mir-4690,0.8852813609101201,0.8852813609101201,upregulated
hsa-mir-4310,-0.8852786752488443,0.8852786752488443,downregulated
hsa-mir-6824,-0.8814511740487176,0.8814511740487176,downregulated
hsa-mir-6717,0.8675844273315318,0.8675844273315318,upregulated
hsa-mir-5581,0.8675351159927589,0.8675351159927589,upregulated
hsa-mir-5702,0.866987505358226,0.866987505358226,upregulated
hsa-mir-4740,-0.8653609915710502,0.8653609915710502,downregulated
hsa-mir-3674,0.8647225238350582,0.8647225238350582,upregulated
hsa-mir-1273c,-0.8579691731616714,0.8579691731616714,downregulated
hsa-mir-4488,0.8573310720901212,0.8573310720901212,upregulated
hsa-mir-224,0.8542721885454421,0.8542721885454421,upregulated
hsa-mir-6774,-0.8453211844950334,0.8453211844950334,downregulated
hsa-mir-320b-2,-0.8402283778180625,0.8402283778180625,downregulated
hsa-mir-4641,-0.8399004908619734,0.8399004908619734,downregulated
hsa-mir-7109,0.8393782256479438,0.8393782256479438,upregulated
hsa-mir-196b,0.8390951511305467,0.8390951511305467,upregulated
hsa-mir-6812,0.8387056037752703,0.8387056037752703,upregulated
hsa-mir-4738,-0.837047250508785,0.837047250508785,downregulated
hsa-mir-6829,0.8330281205617798,0.8330281205617798,upregulated
hsa-mir-577,0.8304533557417313,0.8304533557417313,upregulated
hsa-mir-5582,0.8288865938650246,0.8288865938650246,upregulated
hsa-mir-4673,-0.8260519369321843,0.8260519369321843,downregulated
hsa-mir-4736,-0.8256776834422376,0.8256776834422376,downregulated
hsa-mir-614,0.8250578940217071,0.8250578940217071,upregulated
hsa-mir-1273h,-0.824139663713446,0.824139663713446,downregulated
hsa-mir-4435-1,0.820275821028144,0.820275821028144,upregulated
hsa-mir-5584,0.814813823511346,0.814813823511346,upregulated
hsa-mir-4643,-0.8141710150998146,0.8141710150998146,downregulated
hsa-mir-3187,-0.8129537293624618,0.8129537293624618,downregulated
hsa-mir-3166,-0.8112632544740987,0.8112632544740987,downregulated
hsa-mir-5697,-0.8104934128179995,0.8104934128179995,downregulated
hsa-mir-4731,0.8099632799267973,0.8099632799267973,upregulated
hsa-mir-3654,-0.8096827444287997,0.8096827444287997,downregulated
hsa-mir-5089,0.8085393174815263,0.8085393174815263,upregulated
hsa-mir-217,-0.8049448561183365,0.8049448561183365,downregulated
hsa-mir-6891,-0.7998575757591617,0.7998575757591617,downregulated
hsa-mir-4484,-0.7978072310024414,0.7978072310024414,downregulated
hsa-mir-3661,0.7960043155009874,0.7960043155009874,upregulated
hsa-mir-653,0.7959908120962572,0.7959908120962572,upregulated
hsa-mir-4446,-0.7955996119842424,0.7955996119842424,downregulated
hsa-mir-600,0.7949531285229191,0.7949531285229191,upregulated
hsa-mir-3144,0.7936160482800972,0.7936160482800972,upregulated
hsa-mir-7855,0.7923802536311065,0.7923802536311065,upregulated
hsa-mir-432,0.7881400099073275,0.7881400099073275,upregulated
hsa-mir-4791,0.7862157854164974,0.7862157854164974,upregulated
hsa-mir-4638,0.7850046273915292,0.7850046273915292,upregulated
hsa-mir-6799,-0.7811574198772367,0.7811574198772367,downregulated
hsa-mir-485,0.7786462831618016,0.7786462831618016,upregulated
hsa-mir-548at,0.7754631311632895,0.7754631311632895,upregulated
hsa-mir-555,-0.7745439561305055,0.7745439561305055,downregulated
hsa-mir-578,-0.7743793380630326,0.7743793380630326,downregulated
hsa-mir-944,0.7729638068250647,0.7729638068250647,upregulated
hsa-mir-6890,-0.7725621580445864,0.7725621580445864,downregulated
hsa-mir-19a,0.7719678214968959,0.7719678214968959,upregulated
hsa-mir-4766,0.7716371439093971,0.7716371439093971,upregulated
hsa-mir-548v,0.771309018973812,0.771309018973812,upregulated
hsa-mir-486-1,0.7681289558220461,0.7681289558220461,upregulated
hsa-mir-548al,-0.7679650417949417,0.7679650417949417,downregulated
hsa-mir-4479,0.7664170171851736,0.7664170171851736,upregulated
hsa-mir-544b,0.7660461174738536,0.7660461174738536,upregulated
hsa-mir-6751,0.7624883387103465,0.7624883387103465,upregulated
hsa-mir-6742,0.7617935169805092,0.7617935169805092,upregulated
hsa-mir-4745,-0.7605492097357419,0.7605492097357419,downregulated
hsa-mir-4434,-0.7601867798685334,0.7601867798685334,downregulated
hsa-mir-486-2,0.754174506417861,0.754174506417861,upregulated
hsa-mir-548ag-2,0.7540217469006245,0.7540217469006245,upregulated
hsa-mir-6814,-0.7488527931606324,0.7488527931606324,downregulated
hsa-mir-3685,0.7466492118945758,0.7466492118945758,upregulated
hsa-mir-4652,0.7463395621167338,0.7463395621167338,upregulated
hsa-mir-4778,0.7449295103584281,0.7449295103584281,upregulated
hsa-mir-4515,-0.7448878549555102,0.7448878549555102,downregulated
hsa-mir-197,0.7433733142526034,0.7433733142526034,upregulated
hsa-mir-6720,0.7432860671351004,0.7432860671351004,upregulated
hsa-mir-3182,-0.7391176914161185,0.7391176914161185,downregulated
hsa-mir-376a-2,-0.737303573749754,0.737303573749754,downregulated
hsa-mir-3678,0.7350185187092666,0.7350185187092666,upregulated
hsa-mir-6715a,0.7340589693948658,0.7340589693948658,upregulated
hsa-mir-3193,0.7325861367758424,0.7325861367758424,upregulated
hsa-mir-6809,-0.7265422141079255,0.7265422141079255,downregulated
hsa-mir-4517,0.7258907636544,0.7258907636544,upregulated
